name,gender,stream,10th_percentage,12th_percentage,numerical_ability,verbal_reasoning,logical_thinking,spatial_awareness,problem_solving,openness,conscientiousness,extraversion,agreeableness,neuroticism,career_1,career_1_score,career_1_courses,career_2,career_2_score,career_3,career_3_score
Vritti Sengupta,Female,Humanities/Arts,70,74,85,79,62,79,69,2.47,1.95,3.46,2.18,2.59,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9982,Historian,0.9982
Daniel Kari,Male,Humanities/Arts,66,96,54,100,36,86,52,3.48,2.79,2.67,2.13,3.19,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9753,Historian,0.9753
Gayathri Kaur,Female,Commerce,68,78,100,58,60,33,46,2.91,3.01,2.08,2.08,2.88,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9942,Economist,0.9942
Madhavi Bhalla,Female,Humanities/Arts,72,94,87,100,79,39,38,3.43,3.37,2.17,2.15,2.38,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9244,Historian,0.9244
Nicholas Dua,Male,Humanities/Arts,80,75,69,89,81,92,30,2.99,1.9,2.37,3.03,2.65,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Arunima Wadhwa,Male,Humanities/Arts,80,75,80,60,76,54,36,3.48,2.26,3.47,2.48,2.12,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9381,Historian,0.9381
Brijesh Dave,Female,Science(PCM),90,84,100,71,97,58,51,2.23,2.52,2.24,2.91,2.62,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9651,Automobile Engineer,0.9651
Lajita Chanda,Female,Commerce,64,89,98,90,89,35,88,3.29,2.62,2.24,3.08,2.05,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9471,Economist,0.9471
Falan Pillay,Male,Commerce,92,83,100,97,96,92,67,2.23,3.45,2.06,2.65,3.18,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.963,Economist,0.963
Yashoda Bhagat,Female,Science(PCM),86,62,51,87,86,50,60,2.43,2.0,3.09,2.53,2.55,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Omkaar Nagi,Male,Science(PCB),87,93,53,91,67,62,76,2.9,1.99,2.53,2.83,2.63,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.975,Geneticist,0.975
Zayan Patla,Male,Commerce,94,61,74,48,37,55,100,2.83,2.21,3.24,2.35,2.73,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Eiravati Kapoor,Male,Science(PCM),76,75,94,44,93,100,42,3.07,2.73,2.73,2.65,2.11,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.923,Automobile Engineer,0.923
Naksh Wali,Female,Science(PCB),68,70,63,97,53,84,32,3.03,2.53,2.64,2.61,2.66,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Bakhshi Ray,Male,Humanities/Arts,60,93,46,100,33,41,49,2.95,2.35,2.97,2.97,2.51,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9611,Historian,0.9611
Zaitra Nayak,Male,Science(PCB),78,71,36,63,39,63,52,2.16,1.92,2.95,2.02,3.11,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Lohit Golla,Female,Commerce,91,94,63,88,86,97,35,3.05,3.14,2.23,2.4,3.05,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Libni Dar,Female,Science(PCB),75,81,68,92,73,51,54,1.95,3.02,2.3,2.0,3.45,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
William Devan,Male,Humanities/Arts,86,77,82,100,35,98,48,3.1,2.09,2.77,1.97,2.49,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Thomas Thakur,Male,Science(PCB),75,61,90,100,37,45,61,2.82,2.3,2.85,3.29,2.7,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Meghana Mann,Female,Science(PCM),80,82,81,76,46,66,67,2.42,3.35,2.18,3.02,3.44,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9456,Automobile Engineer,0.9456
Nicholas Natarajan,Male,Humanities/Arts,94,75,58,100,76,85,63,2.35,1.96,3.01,2.69,1.96,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9698,Historian,0.9698
Chavvi Nayak,Male,Commerce,85,84,100,73,59,33,56,3.37,3.11,2.12,2.94,3.47,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9604,Economist,0.9604
Varsha Dada,Male,Humanities/Arts,87,91,83,100,100,66,33,2.73,1.99,3.45,2.53,2.16,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9486,Historian,0.9486
Ucchal Prabhu,Female,Commerce,74,88,80,97,46,36,81,2.37,2.31,2.9,2.6,2.54,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Tanveer Sheth,Female,Commerce,83,62,53,61,100,91,45,2.91,2.02,3.41,2.7,2.34,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Pallavi Purohit,Male,Science(PCM),91,77,76,48,49,76,46,3.01,2.44,2.23,2.9,3.38,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9707,Automobile Engineer,0.9707
Tamanna Mammen,Male,Commerce,80,62,94,62,41,46,44,2.24,1.98,2.37,3.49,3.2,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9997,Economist,0.9997
Amol Jhaveri,Female,Science(PCM),86,70,100,37,77,67,75,3.74,4.19,3.11,2.18,2.85,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Vidhi Sabharwal,Female,Science(PCM),64,94,100,60,53,49,40,2.66,3.46,2.08,2.69,2.99,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9284,Automobile Engineer,0.9284
Ijaya Dubey,Male,Science(PCM),68,63,80,81,100,93,68,2.83,2.42,3.21,2.65,3.34,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Umang Mital,Male,Science(PCB),92,81,78,100,99,61,82,3.35,2.59,2.26,3.28,3.41,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Wishi Walia,Female,Science(PCM),80,69,91,91,96,89,59,2.74,2.68,2.14,3.09,2.8,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Anvi Sandal,Male,Science(PCM),64,61,83,74,77,41,75,2.41,3.42,2.09,1.93,3.08,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Pranav Upadhyay,Male,Humanities/Arts,97,95,60,100,82,73,36,2.34,3.45,3.2,1.98,1.97,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9249,Historian,0.9249
Ayushman Majumdar,Female,Science(PCM),70,75,49,56,53,90,54,1.99,3.28,2.46,2.83,1.91,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9404,Automobile Engineer,0.9404
Oviya Seth,Male,Science(PCM),77,73,96,84,83,100,99,2.59,2.19,2.21,2.02,3.48,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Vidhi Bobal,Female,Humanities/Arts,98,91,94,96,75,91,93,2.85,2.81,3.96,3.63,2.89,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9022,Historian,0.9022
Januja Soman,Male,Commerce,85,90,96,33,93,86,37,2.02,2.26,3.18,2.78,2.48,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Gaurav Nazareth,Male,Humanities/Arts,84,73,63,69,33,53,91,2.4,3.0,2.97,3.47,3.06,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9461,Historian,0.9461
Ekaja Deshmukh,Female,Commerce,70,85,46,46,57,35,42,3.1,3.04,2.7,2.95,1.95,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9775,Economist,0.9775
Yashasvi Sahni,Female,Humanities/Arts,85,87,82,57,74,73,94,2.91,1.94,2.64,3.2,2.7,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.984,Historian,0.984
Isaiah Date,Male,Science(PCM),79,82,47,73,43,100,37,2.32,2.77,2.73,1.98,2.06,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9889,Automobile Engineer,0.9889
Zehaan Dash,Female,Science(PCM),95,80,50,89,85,100,75,3.44,3.05,2.19,2.05,2.54,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9046,Automobile Engineer,0.9046
Ira Toor,Female,Humanities/Arts,94,90,42,90,37,90,58,2.03,2.83,3.25,2.49,2.71,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Chatresh Bassi,Female,Humanities/Arts,94,62,46,55,32,35,95,3.21,2.67,3.49,3.25,3.02,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9099,Historian,0.9099
Udant Rattan,Female,Science(PCB),96,76,89,93,86,48,87,2.14,2.7,3.09,2.44,2.6,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Rajata Seshadri,Female,Humanities/Arts,63,83,89,54,94,60,98,2.99,2.61,2.78,3.11,2.83,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9621,Historian,0.9621
Gabriel Loyal,Male,Humanities/Arts,72,79,85,58,82,99,87,2.32,1.95,2.64,2.0,1.94,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Gayathri Loyal,Female,Science(PCM),60,89,100,90,53,59,41,3.21,4.19,2.69,2.53,2.45,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8956,Automobile Engineer,0.8956
Theodore Puri,Female,Science(PCB),73,98,48,77,86,58,41,1.97,2.08,3.17,3.19,3.06,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9543,Geneticist,0.9543
Lipika Tata,Male,Science(PCB),92,66,58,88,40,50,60,2.15,2.85,2.57,2.67,3.27,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Yashasvi Dada,Female,Science(PCM),84,70,82,51,73,100,86,2.28,3.18,2.98,3.43,2.15,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Jeevika Suri,Male,Science(PCM),79,96,93,52,53,100,58,2.17,2.16,2.53,2.16,3.06,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9946,Automobile Engineer,0.9946
Saksham Zachariah,Female,Humanities/Arts,74,81,56,72,46,40,59,3.92,3.66,3.96,2.9,2.46,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.857,Historian,0.857
Amruta Boase,Female,Commerce,97,73,51,84,59,43,72,2.67,3.44,2.17,2.72,2.58,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9849,Economist,0.9849
Anirudh Gokhale,Female,Science(PCM),80,69,100,80,77,45,32,2.49,1.95,1.96,3.21,3.25,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Chaman Sankaran,Female,Commerce,90,92,95,60,43,57,92,2.89,2.96,2.22,3.1,2.86,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9853,Economist,0.9853
Abha Lall,Female,Science(PCM),68,73,95,52,45,51,51,3.32,2.9,2.93,2.08,2.45,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Gautami Garg,Male,Commerce,93,82,80,77,54,79,56,1.91,2.09,3.41,2.66,2.99,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Ekta Bains,Male,Science(PCB),91,61,60,70,58,46,71,3.09,2.42,3.23,3.48,3.16,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Yasti Dani,Female,Commerce,83,79,49,100,59,34,39,3.29,1.98,2.03,3.04,2.85,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Pahal Tank,Female,Science(PCB),92,84,57,92,58,67,61,2.37,2.13,2.9,2.12,2.86,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Timothy Mody,Male,Commerce,77,84,79,39,86,92,39,3.19,2.63,3.29,2.04,1.91,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Kamala Shetty,Male,Science(PCB),83,80,34,75,92,56,84,2.48,2.99,3.12,3.28,2.06,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ishanvi Bhat,Female,Commerce,92,81,74,56,55,87,89,2.88,2.41,2.09,2.71,3.04,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Theodore Puri,Male,Humanities/Arts,95,61,44,100,47,55,70,2.44,3.2,3.04,3.09,3.36,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9317,Historian,0.9317
Nimrat Dua,Male,Commerce,83,74,90,36,62,84,38,3.47,2.15,3.15,2.18,3.3,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Nitesh Aurora,Male,Commerce,82,71,47,76,91,59,64,2.2,3.4,1.92,3.26,2.85,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9591,Economist,0.9591
Madhav Bumb,Female,Science(PCM),82,70,49,47,96,100,85,2.25,3.14,3.24,3.07,1.92,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Pratyush Gole,Male,Humanities/Arts,63,61,42,70,42,53,54,3.09,2.31,3.37,3.11,2.19,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9299,Historian,0.9299
Siya Soman,Female,Science(PCM),67,81,88,54,82,55,71,3.97,3.85,2.8,2.94,1.83,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8423,Automobile Engineer,0.8423
Ekantika Mani,Male,Science(PCM),83,78,77,34,99,55,77,2.77,3.07,2.62,2.92,2.81,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9353,Automobile Engineer,0.9353
Rushil Wadhwa,Female,Commerce,89,81,100,54,31,60,87,2.66,2.76,2.61,2.82,2.99,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Ishwar Ganesh,Female,Science(PCB),60,95,38,69,85,30,98,2.63,3.29,2.81,2.11,2.06,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9338,Geneticist,0.9338
Lakshit Doctor,Male,Commerce,62,96,45,86,49,69,60,2.17,2.56,3.1,2.25,2.16,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Yahvi Memon,Female,Commerce,79,81,90,93,69,51,58,3.24,2.43,2.61,2.06,2.02,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9999,Economist,0.9999
Elijah Setty,Female,Commerce,96,80,78,98,95,55,46,2.68,2.0,2.33,3.13,2.17,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9827,Economist,0.9827
Pooja Barman,Female,Commerce,82,92,100,48,87,34,53,3.07,3.35,2.94,2.56,2.87,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.964,Economist,0.964
Gopal Sarna,Female,Science(PCM),84,90,100,78,50,89,52,3.29,3.09,2.35,2.76,2.37,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9189,Automobile Engineer,0.9189
Arya Saraf,Male,Commerce,93,69,100,50,47,86,97,3.09,1.91,3.19,2.29,2.03,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Darpan Lad,Male,Commerce,97,71,100,78,83,82,53,2.78,2.63,3.18,2.09,2.76,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Eta Chauhan,Female,Commerce,70,80,68,79,37,96,67,2.23,2.54,3.17,3.39,3.22,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Zayyan Swamy,Male,Commerce,71,92,89,63,75,76,51,2.97,2.18,2.15,2.38,2.44,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Aradhana Golla,Female,Science(PCB),96,78,35,54,47,61,43,3.03,2.7,3.25,2.87,3.26,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Omkaar Natt,Male,Humanities/Arts,79,91,35,87,59,47,98,3.37,3.67,3.94,3.58,1.92,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8008,Historian,0.8008
Noah Sathe,Female,Humanities/Arts,74,69,82,100,39,56,68,3.17,2.44,3.18,2.93,3.05,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9408,Historian,0.9408
Reva Choudhry,Female,Science(PCM),74,81,54,59,65,94,36,3.05,2.66,3.38,2.63,3.14,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9742,Automobile Engineer,0.9742
Charan Behl,Male,Humanities/Arts,68,94,49,100,71,74,47,2.72,3.16,2.16,2.75,2.63,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.976,Historian,0.976
Frederick Choudhry,Female,Commerce,67,76,55,85,35,34,57,2.67,2.31,3.43,3.08,2.49,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Megha Guha,Male,Commerce,70,96,100,49,64,73,55,3.34,2.01,2.49,2.6,3.0,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Nicholas Konda,Female,Commerce,90,83,69,86,43,60,88,2.41,2.3,2.85,2.1,3.41,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Henry Dayal,Male,Humanities/Arts,61,65,57,47,31,72,42,3.26,2.04,2.15,2.69,3.17,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Laksh Kumer,Female,Science(PCB),65,95,54,90,52,76,73,2.09,4.63,3.67,3.43,2.91,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.8319,Geneticist,0.8319
Forum Salvi,Female,Science(PCB),77,76,48,65,55,62,81,2.43,2.22,2.29,2.21,2.48,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ganga Rau,Male,Science(PCB),79,62,45,68,62,83,41,2.31,2.72,2.29,2.07,2.96,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Jagvi Banerjee,Male,Humanities/Arts,70,86,95,76,41,95,33,2.06,3.16,3.46,2.61,2.97,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9885,Historian,0.9885
Theodore Iyengar,Male,Science(PCM),90,70,100,69,100,50,86,2.73,3.06,2.12,2.73,2.07,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Dayamai Mukherjee,Female,Commerce,75,67,75,55,36,42,36,2.11,2.55,2.05,2.33,2.13,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Januja Divan,Male,Science(PCB),77,72,42,51,47,73,100,3.16,3.12,3.04,2.25,2.89,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Dipta Dhar,Female,Humanities/Arts,67,88,37,87,87,44,96,2.93,2.46,2.24,3.05,2.95,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9584,Historian,0.9584
Brinda Swamy,Female,Commerce,98,79,68,97,53,62,90,2.22,2.55,2.65,3.42,3.48,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Brijesh Arya,Female,Humanities/Arts,98,77,61,100,62,93,77,2.52,2.9,2.09,3.48,3.39,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9628,Historian,0.9628
Jyoti Bhandari,Female,Humanities/Arts,85,70,39,100,79,92,82,3.28,2.83,2.74,2.74,3.19,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9462,Historian,0.9462
Ati Sagar,Female,Humanities/Arts,64,62,81,92,68,65,56,3.43,3.42,2.61,1.94,2.31,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.927,Historian,0.927
Quincy Sule,Female,Science(PCB),67,61,68,62,44,63,51,2.22,2.38,2.05,2.14,3.37,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Gaurav Kade,Female,Commerce,93,73,100,69,45,62,33,2.64,3.16,2.42,1.93,2.62,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Idika Wali,Male,Humanities/Arts,90,98,46,98,31,100,54,3.38,2.38,3.01,2.27,2.98,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9865,Historian,0.9865
Jacob D’Alia,Male,Science(PCB),84,65,78,77,55,38,35,1.91,3.2,2.75,3.1,3.03,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Nitara Rana,Female,Science(PCM),92,94,73,86,64,80,42,2.28,3.46,1.99,2.24,2.24,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9204,Automobile Engineer,0.9204
Widisha Hegde,Female,Humanities/Arts,65,72,74,68,85,73,45,3.07,2.75,3.03,3.13,3.32,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9518,Historian,0.9518
Lavanya More,Male,Science(PCM),61,97,100,47,99,82,86,3.47,3.22,3.13,3.27,2.88,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8866,Automobile Engineer,0.8866
Bishakha Issac,Female,Humanities/Arts,62,81,33,100,63,70,78,3.24,3.22,2.83,2.51,2.49,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.933,Historian,0.933
Krishna Zachariah,Male,Humanities/Arts,63,74,36,84,91,92,42,3.3,2.84,2.88,2.53,3.12,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9677,Historian,0.9677
Faqid Borah,Male,Science(PCM),62,92,73,36,54,69,41,1.92,1.95,3.48,2.6,2.31,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Zaitra Suri,Male,Science(PCB),61,85,32,82,75,92,37,3.19,2.16,2.52,2.49,2.83,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
William Gopal,Male,Commerce,82,80,61,88,84,42,85,2.19,3.39,3.04,2.01,2.76,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9646,Economist,0.9646
Zansi Naik,Male,Commerce,90,72,46,31,63,96,87,2.23,2.36,2.48,3.06,2.42,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Frederick Parsa,Male,Science(PCB),95,69,80,49,51,87,60,2.62,2.15,3.22,3.27,3.17,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Tristan Bakshi,Female,Commerce,91,96,59,38,56,79,83,1.98,2.33,2.23,3.37,2.81,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Gunbir Mahal,Female,Science(PCB),62,67,36,70,90,81,41,2.28,2.8,2.79,2.47,2.58,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Yash Dyal,Male,Science(PCM),66,78,100,33,51,74,44,3.17,2.45,2.39,2.44,3.5,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9619,Automobile Engineer,0.9619
Rachit Shroff,Female,Commerce,89,77,71,61,44,50,75,2.98,2.43,3.02,2.04,2.01,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Riya Gour,Male,Humanities/Arts,66,76,98,99,99,66,92,3.46,3.17,3.27,2.39,3.17,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8983,Historian,0.8983
Zilmil Khosla,Male,Humanities/Arts,94,88,51,71,97,75,85,3.45,1.99,2.68,3.08,1.98,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9237,Historian,0.9237
Abhimanyu Khosla,Female,Humanities/Arts,86,98,70,100,50,78,43,3.11,3.26,2.32,2.68,2.37,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9591,Historian,0.9591
Kabir Bhatt,Male,Humanities/Arts,94,71,82,71,50,86,44,3.32,1.94,2.59,2.1,2.73,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Anthony Tella,Male,Humanities/Arts,90,96,94,75,69,39,37,1.94,2.36,2.15,3.16,2.18,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9941,Historian,0.9941
Charles Mahajan,Male,Science(PCB),93,77,35,84,99,77,43,2.66,3.42,2.17,2.72,2.0,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
